Keyword Phrase,,,Keyword Sales,Magnet IQ Score,Search Volume,Search Volume Trend,H10 PPC Sugg. Bid,H10 PPC Sugg. Min Bid,H10 PPC Sugg. Max Bid,Sponsored ASINs,Competing Products,CPR,Organic,Title Density,Smart Complete,Amazon Recommended,,category
digital coloring book,,,1,448,448,-1,0.77,0.52,1.02,325,">1,000",8,1,0,1,0,,coloring
didi plums coloring book,,,5,"2,762",453,-26,0.64,0.49,0.77,235,164,8,0,0,1,1,,coloring
dicks coloring book,,,-,225,225,31,0.31,0.17,0.34,273,">1,000",8,0,1,1,0,,coloring
devotional coloring book for girls,,,-,373,251,-10,,,,290,>673,8,0,0,0,0,,coloring
devotion coloring book for women,,,-,493,264,68,,,,65,>535,8,0,0,1,0,,coloring
destress coloring book for adults,,,-,279,270,21,,,,309,>968,8,1,0,1,0,,coloring
destiny coloring book,,,-,350,267,-3,,,,322,763,8,1,0,0,0,,coloring
dessert coloring book bold and easy,,,-,668,229,1,0.53,0.44,0.62,295,>343,8,0,0,0,0,,coloring
descendants coloring book,,,8,"2,917",455,-33,0.74,0.53,0.77,282,156,8,0,0,1,0,,coloring
dental anatomy coloring book,,,10,"3,809",518,16,0.96,0.83,1.09,231,136,9,0,9,1,0,,coloring
demon slayer coloring book,,,31,"8,909","1,559",-22,0.57,0.5,0.65,602,175,26,0,0,1,0,,coloring
dementia coloring book,,,5,323,323,25,0.32,0.29,0.46,215,">1,000",8,1,3,0,0,,coloring
delidream coloring book,,,2,"2,982",337,-10,0.56,0.51,0.61,157,113,8,1,0,1,0,,coloring
deborah muller coloring book,,,-,578,234,-9,0.39,0.38,0.82,264,>405,8,0,0,1,0,,coloring
dc coloring book,,,2,770,374,15,0.61,0.36,0.75,328,>486,8,0,0,1,0,,coloring
day to night coloring book,,,-,"1,688",287,9,,,,318,170,8,1,0,0,0,,coloring
dave's big coloring book,,,-,"4,604",244,-58,0.81,0.68,0.95,56,53,8,0,0,1,0,,coloring
dave big coloring book,,,-,"3,413",215,-23,,,,130,63,8,0,0,1,0,,coloring
danielle cottontail coloring book,,,2,"1,545",241,14,,,,161,156,8,0,0,1,0,,coloring
daniel vera coloring book,,,-,"7,500",270,4,0.63,0.52,0.75,34,36,8,0,0,1,0,,coloring
dandys world coloring book,,,3,"3,389",383,-8,0.83,0.43,1.04,115,113,8,0,0,1,0,,coloring
dandy's world coloring book,,,28,"14,458","1,706",-26,0.82,0.66,1.1,264,118,26,0,0,1,0,,coloring
dandy world coloring book,,,12,"4,894",553,-44,0.66,0.59,1.21,141,113,9,0,0,1,0,,coloring
dance coloring book for girls,,,6,633,357,118,,,,216,>564,8,0,1,0,0,,coloring
dance coloring book,,,18,457,457,21,0.64,0.53,1.04,264,">1,000",8,0,7,0,0,,coloring
dalia soto coloring book,,,-,"8,080",202,13,0.72,0.6,0.84,36,25,8,1,0,1,0,,coloring
cyo wyo coloring book,,,-,"1,351",131,-32,0.6,0.56,1.03,116,97,8,1,0,1,1,,coloring
cutest serial killers coloring book,,,23,"2,228",880,26,0.84,0.58,1.11,183,395,12,0,0,1,0,,coloring
cute spooky coloring book,,,6,342,342,18,0.52,0.43,0.62,315,">1,000",8,1,0,1,0,,coloring
cute fall coloring book,,,-,464,295,24,0.72,0.6,0.85,273,>636,8,1,1,1,0,,coloring
cute crime scene coloring book,,,-,"2,017",236,-17,,,,264,117,8,1,0,0,0,,coloring
cute creepy coloring book,,,-,241,241,-9,,,,283,">1,000",8,1,1,1,0,,coloring
cute comfy coloring book,,,-,679,247,1,0.5,0.42,0.59,298,364,8,1,0,1,1,,coloring
cute chibi coloring book,,,-,297,297,6,0.66,0.47,1.21,205,">1,000",8,0,1,1,0,,coloring
cute bear coloring book,,,-,472,146,-32,,,,369,309,8,1,1,1,1,,coloring
cute and groovy coloring book,,,8,"1,026",621,-36,1.06,0.85,1.32,456,>605,10,1,4,0,0,,coloring
cute and groovy bold and easy coloring book,,,-,592,281,4,0.65,0.48,0.9,480,>475,8,1,2,0,0,,coloring
cute and creepy coloring book,,,-,231,231,-19,0.66,0.61,0.71,238,">1,000",8,1,3,1,0,,coloring
cute and cozy halloween coloring book,,,-,916,305,47,0.62,0.51,0.76,303,>333,8,1,1,0,0,,coloring
cute and cozy christmas coloring book,,,-,493,216,-4,0.52,0.35,0.71,334,>438,8,0,1,1,0,,coloring
cute and comfy coloring book christmas,,,-,201,201,18,,,,207,">1,000",8,1,0,1,0,,coloring
cute and comfy coloring book,,,17,818,818,-24,0.54,0.45,0.8,384,">1,000",11,1,5,1,0,,coloring
cute af adult coloring book,,,-,"1,838",272,16,1.01,0.81,1.18,303,148,8,1,0,0,0,,coloring
"cute & groovy: coloring book for adults and kids, bold and easy, simple and big designs for relaxati",,,-,"100,000",200,2,,,,9,2,8,0,0,0,0,,coloring
cute & groovy coloring book,,,-,465,265,-12,0.67,0.59,0.95,248,>570,8,1,0,0,0,,coloring
cussing cats adult coloring book,,,-,654,244,-6,,,,241,373,8,0,0,1,0,,coloring
curse word coloring book,,,8,419,337,-18,0.6,0.42,0.66,302,>804,8,0,1,1,0,,coloring
cunt coloring book,,,1,"1,569",309,-12,0.41,0.3,0.52,221,197,8,0,2,1,0,,coloring
cuddly friends coloring book,,,-,479,209,38,,,,234,436,8,1,1,1,0,,coloring
cuddle cuties coloring book,,,-,"3,554",231,6,0.84,0.71,0.86,168,65,8,1,0,1,0,,coloring
cuddle buddies coloring book,,,-,"2,207",203,-2,0.86,0.38,0.92,96,92,8,1,0,0,0,,coloring
cryptid coloring book,,,5,"1,823",421,3,0.6,0.24,0.68,336,231,8,0,6,1,0,,coloring
cry baby coloring book,,,4,"2,187",409,8,0.82,0.64,1.12,198,187,8,0,4,1,0,,coloring
crime scenes coloring book,,,1,"1,364",300,-9,0.7,0.44,0.9,445,220,8,0,8,1,0,,coloring
crime scene coloring book,,,39,"8,566","2,210",-36,0.97,0.8,1.48,948,258,28,0,3,0,1,,coloring
crime coloring book,,,7,623,621,-2,1.13,0.89,1.24,277,>996,10,0,3,0,1,,coloring
crime and cozy coloring book,,,-,824,201,-18,,,,395,244,8,0,0,0,0,,coloring
creepy kawaii coloring book,,,6,518,443,1,0.99,0.69,1,265,>855,8,0,12,1,0,,coloring
creepy cuties coloring book,,,-,258,258,28,,,,319,">1,000",8,1,2,0,0,,coloring
creepy cutie coloring book,,,7,"1,338",412,-11,0.89,0.7,1.09,284,>308,8,1,0,1,0,,coloring
creepy cute coloring book,,,7,446,446,-2,0.67,0.41,0.88,334,">1,000",8,1,0,1,0,,coloring
creatopia coloring book,,,-,"1,828",223,31,0.59,0.37,0.62,112,122,8,0,1,1,0,,coloring
creative paula it's the little things coloring book,,,-,"16,375",262,-11,,,,16,16,8,1,0,0,0,,coloring
creative haven floral mosaics coloring book,,,-,"4,662",303,48,,,,31,65,8,0,1,1,0,,coloring
crazy for cups coloring book,,,-,"3,815",206,-19,0.62,0.48,0.82,49,54,8,0,0,1,0,,coloring
crayola coloring book for adults,,,-,263,263,-17,1.06,0.77,1.3,283,">1,000",8,1,0,0,0,,coloring
crayola adult coloring book,,,3,385,385,-4,0.55,0.33,0.73,313,">1,000",8,1,0,0,1,,coloring
cozy winter bold and easy coloring book,,,-,"1,588",297,44,,,,189,>187,8,0,1,1,0,,coloring
cozy village coloring book,,,-,"1,483",218,-2,0.68,0.63,0.74,408,147,8,1,0,0,0,,coloring
cozy vibes coloring book,,,-,337,283,87,,,,216,>840,8,1,3,1,0,,coloring
cozy valentines coloring book,,,-,742,221,-24,0.86,0.49,0.89,374,298,8,0,1,0,0,,coloring
cozy times coloring book,,,4,656,343,-13,0.79,0.68,0.93,281,>523,8,1,0,1,0,,coloring
cozy thanksgiving coloring book,,,-,221,221,24,0.7,0.65,0.75,127,">1,000",8,0,4,1,0,,coloring
cozy summer coloring book,,,6,916,470,25,0.83,0.64,1.21,329,>513,8,0,0,0,1,,coloring
cozy stoner coloring book,,,-,"1,364",221,0,,,,380,162,8,0,1,1,0,,coloring
cozy spring coloring book,,,-,360,202,-55,0.99,0.77,1.27,373,>561,8,1,2,0,1,,coloring
cozy spooky coloring book,,,-,318,127,-19,0.61,0.42,0.68,133,>400,8,1,1,1,1,,coloring
cozy spaces coloring book,,,11,847,621,-22,0.84,0.76,1.2,412,>733,10,1,6,1,1,,coloring
cozy space coloring book,,,-,242,176,21,,,,118,>727,8,1,0,1,1,,coloring
cozy scenes coloring book,,,-,246,246,-22,,,,379,">1,000",8,1,1,1,0,,coloring
cozy retreats coloring book,,,-,"1,969",256,1,0.61,0.56,0.66,361,130,8,0,0,0,0,,coloring
cozy patterns coloring book,,,-,314,274,11,0.64,0.41,0.85,354,>872,8,1,2,1,0,,coloring
cozy nook coloring book,,,-,"1,271",258,-12,,,,474,203,8,1,0,1,0,,coloring
cozy nature coloring book,,,4,450,300,14,,,,361,>666,8,0,0,1,0,,coloring
cozy moments coloring book,,,2,445,445,-11,0.75,0.66,0.76,281,">1,000",8,1,0,1,0,,coloring
cozy mexican winter pack coloring book bold and easy,,,-,"9,037",244,23,0.69,0.66,1.29,62,27,8,1,1,1,0,,coloring
cozy love coloring book,,,4,268,268,-13,0.73,0.63,0.84,325,">1,000",8,1,2,0,0,,coloring
cozy journal coloring book,,,-,351,244,33,0.43,0.28,0.7,366,696,8,1,0,0,0,,coloring
cozy japan coloring book,,,19,"5,859","1,125",-8,0.89,0.73,1.31,784,192,26,0,1,1,0,,coloring
cozy hygge coloring book,,,2,239,239,65,0.65,0.6,0.7,258,">1,000",8,1,3,1,1,,coloring
cozy homes coloring book,,,-,627,217,-6,,,,133,346,8,1,2,0,0,,coloring
cozy homebody coloring book,,,-,"2,024",257,n/a,,,,42,127,8,1,0,0,0,,coloring
cozy homebody bold and easy coloring book,,,-,"3,941",268,n/a,,,,28,68,8,0,0,0,0,,coloring
cozy holidays bold and easy coloring book,,,-,469,223,4,0.33,0.2,0.83,434,>475,8,0,0,0,0,,coloring
cozy holiday coloring book,,,-,532,209,-16,0.66,0.45,0.78,273,393,8,0,3,0,1,,coloring
cozy hobby vibes coloring book,,,-,391,273,-5,0.5,0.49,0.69,296,>698,8,1,0,0,0,,coloring
cozy hobby girls coloring book,,,-,265,265,2,0.77,0.72,0.82,287,">1,000",8,1,1,0,0,,coloring
cozy hawaii coloring book,,,61,"14,518","2,018",n/a,1.06,0.67,1.32,133,139,27,1,1,1,0,,coloring
cozy girl valentines coloring book,,,-,300,201,45,,,,270,671,8,1,1,1,0,,coloring
cozy girl summer coloring book,,,6,625,393,n/a,,,,88,629,8,1,1,1,0,,coloring
cozy girl love coloring book,,,-,238,238,-9,1.04,0.53,1.21,412,">1,000",8,1,8,0,0,,coloring
cozy girl life coloring book,,,-,878,266,-10,0.81,0.42,0.83,380,>303,8,1,1,1,0,,coloring
"cozy girl homebody: cute coloring book for adults and teens, bold & easy designs with simple illustr",,,2,"1,514",374,-2,,,,62,247,8,0,0,0,0,,coloring
cozy girl homebody coloring book,,,7,"3,791",436,-7,0.84,0.65,1.03,198,115,8,1,0,1,0,,coloring
cozy girl coloring book,,,35,"1,766","1,766",-22,1.01,0.66,1.21,517,">1,000",28,1,4,1,1,,coloring
cozy girl christmas coloring book: bold and easy designs for adults & teens (bold & easy),,,-,257,201,41,0.77,0.45,0.95,146,782,8,0,0,0,0,,coloring
cozy girl christmas coloring book bold and easy,,,-,"1,657",300,9,0.68,0.56,0.81,309,>181,8,0,0,1,0,,coloring
cozy girl and friends coloring book,,,-,509,208,-40,,,,237,>409,8,1,0,0,0,,coloring
cozy friends: coloring book for adults and teens featuring super cute animal characters with easy an,,,6,"2,629",518,-7,0.78,0.6,0.88,228,197,9,1,0,1,0,,coloring
cozy friends cute and comfy coloring book,,,-,479,270,9,0.5,0.44,0.68,373,>564,8,1,0,1,0,,coloring
cozy friends coloring book for adults and teens,,,-,264,209,33,0.62,0.61,0.81,303,>793,8,1,0,1,0,,coloring
cozy friends coloring book for adults,,,16,421,421,-6,0.48,0.42,0.89,370,">1,000",8,1,0,1,0,,coloring
cozy friends coloring book christmas,,,-,300,39,-33,0.48,0.41,0.67,211,130,8,1,0,1,1,,coloring
cozy friends coloring book,,,246,"6,727","6,727",-17,0.78,0.69,0.84,545,">1,000",33,1,2,1,1,,coloring
cozy europe coloring book,,,6,"4,303",469,-40,0.95,0.76,1.03,321,109,8,0,0,1,0,,coloring
cozy eras coloring book,,,14,"1,940",518,-34,0.73,0.61,1,712,267,9,1,0,1,1,,coloring
cozy days coloring book,,,-,230,216,-37,0.74,0.6,0.88,309,>938,8,1,3,1,1,,coloring
cozy cuties coloring book,,,40,"2,832","1,535",-31,0.95,0.7,1.09,765,>542,27,1,2,1,1,,coloring
cozy critters coloring book,,,-,756,136,-4,,,,107,180,8,1,1,0,1,,coloring
cozy crime scenes coloring book for adults,,,-,"2,202",273,-6,,,,258,124,8,0,0,0,0,,coloring
cozy crime scenes coloring book,,,35,"7,973","1,770",-39,1.09,0.92,1.17,637,222,28,0,5,1,1,,coloring
cozy crime coloring book,,,-,851,245,-72,0.87,0.8,1.07,607,288,8,0,0,1,1,,coloring
cozy cottage coloring book,,,3,628,297,-26,0.45,0.28,0.65,287,>473,8,1,3,0,1,,coloring
cozy corners coloring book,,,3,533,335,7,0.95,0.65,1.19,267,>628,8,1,1,1,0,,coloring
cozy corner coloring book,,,35,"3,647","2,356",-35,0.91,0.67,1.31,530,>646,27,1,0,1,1,,coloring
cozy comfy coloring book,,,-,611,218,-28,,,,226,357,8,1,0,0,1,,coloring
cozy comfort coloring book,,,-,43,43,-37,,,,36,">1,000",8,1,2,1,1,,coloring
cozy coloring book coco wyo,,,-,261,206,-15,,,,336,>788,8,1,0,0,0,,coloring
cozy coloring book adult,,,-,455,143,-49,,,,288,314,8,1,0,1,1,,coloring
cozy christmas patterns coloring book,,,-,317,317,-4,0.59,0.45,0.73,296,">1,000",8,0,1,1,0,,coloring
cozy christmas coloring book,,,5,615,409,-4,0.65,0.4,1.02,359,>665,8,0,10,1,1,,coloring
cozy cats coloring book,,,3,465,275,19,0.65,0.4,1.07,341,>591,8,1,2,1,0,,coloring
cozy canvas coloring book,,,-,"2,322",267,-30,0.41,0.36,0.47,193,115,8,1,1,1,0,,coloring
cozy black girl coloring book,,,8,"3,096",517,-51,0.87,0.58,0.91,358,167,9,0,3,1,0,,coloring
coxo wyo coloring book,,,-,"3,091",204,-23,,,,78,66,8,1,0,1,0,,coloring
cowboy coloring book for adults,,,-,665,208,14,,,,124,>313,8,0,2,1,0,,coloring
couples coloring book,,,3,343,343,0,0.74,0.52,1.03,300,">1,000",8,0,1,0,1,,coloring
couple moments coloring book,,,2,"2,842",324,-5,0.64,0.59,0.69,346,114,8,0,0,0,1,,coloring
couple coloring book,,,-,209,209,7,,,,293,">1,000",8,0,1,1,0,,coloring
coup de cuties coloring book,,,-,"287,000",287,-4,,,,20,1,8,0,0,1,0,,coloring
country girl coloring book,,,-,712,260,-17,,,,340,>365,8,0,1,1,0,,coloring
cottagecore coloring book for adults,,,5,401,220,-7,0.5,0.37,0.55,232,>548,8,0,13,1,0,,coloring
cottagecore coloring book,,,9,"1,430",818,-8,0.81,0.61,1.14,349,>572,11,1,11,1,1,,coloring
cottage vibes coloring book,,,-,720,221,-16,,,,287,307,8,1,0,0,0,,coloring
cottage girl coloring book,,,-,237,224,-2,,,,348,>947,8,1,0,1,0,,coloring
cottage friends coloring book,,,-,692,117,-55,0.87,0.43,1,325,169,8,1,0,0,1,,coloring
cottage core coloring book,,,3,"1,456",412,2,0.61,0.46,0.86,294,283,8,0,4,0,1,,coloring
cottage coloring book,,,-,379,379,-7,,,,257,">1,000",8,0,2,1,1,,coloring
cosy friends coloring book,,,-,"1,637",257,-13,0.52,0.47,0.57,447,157,8,1,0,1,1,,coloring
cosy coloring book,,,4,"2,579",343,-8,0.52,0.4,0.68,242,133,8,1,0,1,1,,coloring
cosmetics easy coloring book: cute & simple illustrations for all ages (easy coloring books),,,-,"2,725",248,60,,,,36,91,8,0,0,0,0,,coloring
cosmetics coloring book,,,3,"1,237",402,7,0.5,0.33,0.68,298,>325,8,0,5,0,0,,coloring
cosmetic coloring book,,,6,"1,383",415,-11,0.91,0.76,1.06,504,>300,8,1,1,0,0,,coloring
cosmetic bold and easy coloring book,,,-,"1,587",300,15,0.74,0.6,0.89,252,>189,8,0,1,1,0,,coloring
corgi coloring book,,,3,"2,213",385,-4,0.76,0.44,1.09,209,>174,8,0,15,1,0,,coloring
coraline coloring book,,,2,"3,007",436,-23,0.61,0.55,0.68,259,145,8,1,0,0,0,,coloring
coquette coloring book,,,6,"2,781",623,-19,0.97,0.71,1.35,294,224,10,1,8,1,0,,coloring
cool confident me coloring book,,,-,"5,080",254,-1,,,,119,50,8,0,0,1,0,,coloring
coo wyo coloring book,,,-,"2,622",291,-1,0.77,0.52,1.05,106,111,8,1,0,1,0,,coloring
confy days coloring book,,,-,"5,727",252,-16,,,,74,44,8,1,0,1,0,,coloring
comfy patterns coloring book,,,10,"1,444",690,-11,1.16,0.92,1.48,292,>478,10,1,7,1,1,,coloring
comfy patterns bold easy coloring book,,,-,662,274,-11,0.74,0.54,0.95,266,>414,8,1,0,1,0,,coloring
comfy life coloring book,,,-,156,42,-60,0.45,0.42,0.57,222,269,8,1,1,1,1,,coloring
comfy girl coloring book,,,-,411,308,5,0.47,0.28,0.67,463,>749,8,1,0,1,0,,coloring
comfy friends coloring book,,,3,560,350,-39,0.86,0.78,0.94,478,>625,8,1,3,1,1,,coloring
comfy friends after dark coloring book,,,-,"6,548",275,-12,,,,33,42,8,1,0,1,0,,coloring
comfy days: coloring book for adults and teens featuring super cute animal characters in cozy hygge ,,,-,"11,667",210,-17,0.86,0.29,1.2,144,18,8,1,1,1,0,,coloring
comfy days cute and comfy coloring book,,,-,656,303,6,,,,397,>462,8,1,0,1,0,,coloring
comfy days coloring book,,,32,"2,639","1,322",-17,0.86,0.65,1.27,757,>501,26,1,0,1,1,,coloring
comfy cozy coloring book,,,2,369,369,-11,0.72,0.62,0.85,306,">1,000",8,1,0,1,1,,coloring
comfy corner coloring book,,,-,297,106,-52,0.63,0.48,0.72,445,>357,8,1,0,1,1,,coloring
comfy coloring book for adults,,,-,274,274,-16,0.5,0.45,0.81,338,">1,000",8,1,7,1,0,,coloring
comfy christmas coloring book,,,-,315,315,-11,,,,269,">1,000",8,1,1,0,0,,coloring
comfy and cozy coloring book,,,8,388,388,-8,0.76,0.69,0.84,238,">1,000",8,1,2,0,0,,coloring
comfort coloring book,,,-,231,231,-19,,,,368,">1,000",8,1,0,1,0,,coloring
colorit adult coloring book spiral bound,,,28,"2,733",880,-14,0.65,0.58,1.04,294,322,12,0,0,1,0,,coloring
coloring with coco black girl coloring book,,,-,"1,275",241,-19,0.49,0.43,0.55,164,189,8,0,0,1,0,,coloring
coloring book weed,,,1,463,337,-8,,,,312,>728,8,0,0,1,0,,coloring
coloring book trippy,,,-,308,308,12,,,,299,">1,000",8,0,0,1,0,,coloring
coloring book stoner,,,2,431,431,2,0.76,0.7,0.89,345,">1,000",8,0,0,1,0,,coloring
coloring book stitch,,,2,512,357,-10,0.61,0.52,0.8,387,>697,8,0,0,1,0,,coloring
coloring book sonic,,,5,"1,484",362,-12,0.7,0.61,0.74,348,244,8,0,0,1,0,,coloring
coloring book snoopy,,,-,245,245,3,,,,425,">1,000",8,1,0,1,0,,coloring
coloring book sets for kids,,,-,342,246,-23,1.07,0.81,1.25,346,719,8,1,0,0,0,,coloring
coloring book set for teens,,,-,214,214,7,,,,241,">1,000",8,1,1,0,0,,coloring
coloring book sanrio,,,-,935,286,-25,0.49,0.42,0.56,314,306,8,1,0,1,0,,coloring
coloring book protector sheet for bleeding,,,-,"10,842",206,-31,0.75,0.54,1,84,19,8,1,0,0,0,,coloring
coloring book preppy,,,-,213,213,-17,,,,457,">1,000",8,1,0,1,0,,coloring
coloring book party favors with crayons,,,-,277,277,-15,1.17,0.87,1.5,278,">1,000",8,1,0,0,0,,coloring
coloring book page protector for bleeding,,,2,"5,745",270,-4,0.65,0.54,0.82,133,47,8,0,0,1,0,,coloring
coloring book page protector,,,-,"2,967",267,-5,0.59,0.45,0.75,168,90,8,1,0,0,0,,coloring
coloring book minecraft,,,13,"1,134",424,7,0.57,0.45,0.68,420,>374,8,0,0,1,0,,coloring
coloring book melanie martinez,,,-,681,216,-10,0.65,0.52,0.75,330,317,8,0,0,1,0,,coloring
coloring book kuromi,,,-,811,279,-21,,,,150,344,8,0,0,1,0,,coloring
coloring book hello kitty,,,15,"1,889",818,-14,0.53,0.47,0.78,325,>433,11,0,0,1,0,,coloring
coloring book harry potter,,,-,742,224,9,,,,310,302,8,0,0,1,0,,coloring
coloring book girl moments,,,-,291,291,-21,0.93,0.68,1.05,459,">1,000",8,1,0,1,0,,coloring
coloring book fortnite,,,-,724,315,22,,,,284,435,8,0,0,1,0,,coloring
coloring book for teens 14-16 girls,,,-,301,218,-20,0.59,0.44,0.68,322,>725,8,1,0,1,0,,coloring
coloring book for seniors with dementia,,,7,253,253,20,0.48,0.46,0.68,234,">1,000",8,1,2,0,0,,coloring
coloring book for markers no bleed,,,4,350,350,-29,0.76,0.59,0.97,208,">1,000",8,1,0,0,0,,coloring
coloring book for dementia patients,,,-,463,247,9,,,,260,>534,8,1,3,1,0,,coloring
coloring book for alcohol markers,,,21,880,880,-17,0.63,0.29,0.77,387,">1,000",12,1,1,1,0,,coloring
coloring book for acrylic markers,,,3,571,424,-2,0.68,0.48,0.85,322,>742,8,1,0,1,0,,coloring
coloring book for 8 year old girl,,,-,261,261,-5,,,,256,">1,000",8,0,0,1,0,,coloring
coloring book for 2 year old boy,,,-,283,274,2,,,,440,>967,8,1,0,0,0,,coloring
coloring book for 2 year old,,,11,343,343,-1,0.75,0.63,0.95,350,">1,000",8,1,0,0,0,,coloring
coloring book for 10 year old girls,,,-,457,244,-8,,,,305,>534,8,1,0,1,0,,coloring
coloring book food and snacks,,,-,437,295,2,,,,205,>675,8,0,0,1,0,,coloring
coloring book f1,,,-,914,223,23,,,,190,244,8,0,0,1,0,,coloring
coloring book cute and comfy,,,-,"1,460",276,9,,,,242,189,8,1,0,1,0,,coloring
coloring book cozy girl,,,-,238,238,-1,,,,424,">1,000",8,1,0,1,0,,coloring
coloring book cozy friends,,,11,441,441,6,0.91,0.63,1.07,484,">1,000",8,1,0,1,0,,coloring
coloring book comfy days,,,-,464,226,-3,,,,264,>487,8,1,0,0,0,,coloring
coloring book coco wyo,,,68,"2,078","2,078",-13,0.77,0.52,0.9,622,">1,000",27,1,0,1,1,,coloring
coloring book cafe coloring book for adults,,,-,348,271,6,1.04,0.78,1.28,310,>778,8,0,0,1,0,,coloring
coloring book cafe,,,7,893,817,-12,0.94,0.59,1.33,424,>915,11,1,7,1,1,,coloring
coloring book bundles,,,-,290,290,44,,,,305,">1,000",8,1,0,1,0,,coloring
coloring book bundle,,,5,234,234,-13,0.83,0.64,1.02,330,">1,000",8,1,1,0,0,,coloring
coloring book bobbie goods,,,3,"1,379",469,-1,0.55,0.47,0.63,343,>340,8,1,0,1,0,,coloring
coloring book bluey,,,17,956,431,-10,0.53,0.49,0.71,418,>451,8,1,0,0,0,,coloring
coloring book bleed protector sheet,,,7,"3,971",278,-15,0.54,0.43,0.68,201,70,8,1,0,0,0,,coloring
coloring book anxiety,,,-,0,0,n/a,,,,0,449,8,0,0,0,1,,coloring
coloring book alcohol markers,,,7,374,374,4,0.56,0.55,0.69,260,">1,000",8,1,0,1,1,,coloring
coloring book 7 year old girl,,,-,219,219,12,,,,255,">1,000",8,0,0,1,0,,coloring
coloring book 5 year old girl,,,-,252,252,-29,,,,277,">1,000",8,1,0,1,0,,coloring
coloring book 5 year old boy,,,-,312,312,12,,,,298,">1,000",8,0,0,1,0,,coloring
coloring book 3 year old girl,,,-,264,264,-2,,,,373,">1,000",8,0,0,1,0,,coloring
coloring book 2 year old,,,11,362,362,12,0.85,0.78,1.22,372,">1,000",8,1,0,0,0,,coloring
coloring book 10 year old girl,,,-,540,294,10,,,,269,>544,8,1,0,1,0,,coloring
color your calm adult coloring book,,,-,329,245,-45,0.65,0.39,0.77,338,>745,8,1,0,0,0,,coloring
color my crown coloring book,,,-,"1,916",297,7,0.73,0.46,0.77,253,155,8,0,0,1,0,,coloring
color me crazy coloring book,,,4,"2,000",362,-1,0.63,0.46,0.8,352,181,8,1,0,0,0,,coloring
color me capybaras coloring book,,,-,"8,957",206,-29,,,,40,23,8,0,0,1,0,,coloring
color and frame adult coloring book,,,10,485,379,-11,0.71,0.57,0.76,312,>781,8,1,0,1,0,,coloring
color and chill coloring book vol 2,,,-,"5,238",220,-16,,,,44,42,8,1,0,0,0,,coloring
coffee shop coloring book,,,-,274,274,-8,,,,352,"1,000",8,0,4,1,0,,coloring
cocoyo coloring book,,,15,"4,398",818,-18,0.99,0.68,1.06,464,186,11,1,0,1,1,,coloring
cocoyaya coloring book,,,-,"2,830",300,2,,,,141,106,8,1,0,1,0,,coloring
cocowyo valentines coloring book,,,-,"5,205",229,-19,,,,41,44,8,1,0,0,0,,coloring
cocowyo coloring book patterns,,,20,"4,809",553,-33,0.83,0.72,0.84,183,115,9,1,0,1,0,,coloring
cocowyo coloring book christmas,,,-,"1,931",278,36,0.5,0.41,0.6,147,144,8,1,0,0,0,,coloring
cocowyo coloring book,,,184,"15,107","6,239",-18,0.71,0.51,0.82,659,413,32,1,0,1,1,,coloring
coconut wyo coloring book,,,-,"1,451",206,-38,0.81,0.76,0.87,204,142,8,1,0,1,1,,coloring
cocomelon mess free coloring book,,,-,685,287,44,,,,118,419,8,0,1,1,0,,coloring
cocoa wyo coloring book,,,-,"2,582",235,3,,,,59,91,8,1,0,1,0,,coloring
coco wyo pattern coloring book,,,7,"1,359",337,-34,0.77,0.6,1.11,369,248,8,1,0,1,0,,coloring
coco wyo ocean scene coloring book,,,-,"3,908",254,57,,,,60,65,8,1,0,0,0,,coloring
"coco wyo little corner: coloring book for adults and teens, super cute designs of cozy, hygge spaces",,,-,"7,030",232,-24,,,,117,33,8,1,0,1,0,,coloring
coco wyo little corner cute and comfy coloring book,,,-,"1,631",261,36,,,,118,160,8,1,0,0,0,,coloring
coco wyo little corner coloring book,,,-,"1,412",250,-20,0.6,0.55,0.84,353,177,8,1,0,1,0,,coloring
coco wyo halloween coloring book,,,-,566,300,36,,,,440,530,8,1,0,1,0,,coloring
coco wyo glow cosmetics coloring book,,,-,"4,284",287,8,,,,87,67,8,1,0,1,0,,coloring
coco wyo girl moments coloring book,,,-,"1,578",303,19,0.7,0.46,0.78,384,192,8,1,0,1,0,,coloring
coco wyo coloring book set,,,-,"1,560",259,-15,0.58,0.54,1.06,229,166,8,1,0,1,1,,coloring
coco wyo coloring book pack,,,-,"1,413",226,-16,0.48,0.36,0.6,212,160,8,1,0,1,0,,coloring
coco wyo coloring book markers,,,9,592,448,-5,1.02,0.83,1.31,304,757,8,0,0,1,0,,coloring
coco wyo coloring book little spooky,,,-,"1,944",243,-23,,,,86,125,8,1,0,1,0,,coloring
coco wyo coloring book halloween,,,-,413,228,40,,,,304,552,8,1,0,1,0,,coloring
coco wyo coloring book for adults,,,-,216,216,-21,0.87,0.76,0.98,251,">1,000",8,1,0,1,0,,coloring
coco wyo coloring book food,,,-,706,276,3,0.62,0.44,0.68,328,391,8,1,0,1,0,,coloring
coco wyo coloring book comfy days,,,-,"1,291",235,17,,,,178,182,8,1,0,1,0,,coloring
coco wyo coloring book christmas,,,-,273,193,-12,0.5,0.45,0.84,379,707,8,0,0,1,1,,coloring
coco wyo coloring book bundle,,,9,"3,246",409,10,0.75,0.55,0.96,178,126,8,1,0,1,0,,coloring
